Name,Latitude,Longitude
Stock Road/Dovercourt Road,53.372548336,-1.440658895
Manor Lane/Harwich Road,53.373124671,-1.438967933
Manor Lane/Southend Road,53.373399277,-1.438107583
Southend Road/Boundary Road,53.374033252,-1.439121338
Boundary Road/Southend Road,53.374666796,-1.440044943
Boundary Road/Manor Oaks Place,53.376340507,-1.442352900
Manor Oaks Place/Manor Oaks Road,53.377927198,-1.441430252
Manor Oaks Road/Maltravers Terrace,53.378020227,-1.440181361
Manor Oaks Road/Maltravers Terrace,53.378200694,-1.440329318
Southend Road/Manor Oaks Road,53.377032050,-1.438390491
Manor Oaks Place/Outram Road,53.377005912,-1.442404340
Manor Oaks Road/Manor Oaks Place,53.378511569,-1.441452673
Manor Park Centre/Harborough Avenue,53.376014760,-1.430467230
Manor Park Centre/Manor Park Rise,53.375227599,-1.431274382
Manor Park Crescent/Manor Park Road,53.371619625,-1.430540862
Manor Park Crescent/Manor Park Road,53.371988068,-1.430520920
Manor Park Crescent/Manor Park Avenue,53.372626962,-1.434450345
Manor Park Crescent/Manor Park Avenue,53.372709279,-1.434749862
Harborough Avenue/Manor Park Centre,53.376795797,-1.430261401
St Aidans Road/Essex Road,53.371910296,-1.444545005
City Road/Manor Lane,53.372087052,-1.443896412
City Road/Dovercourt Road,53.370985241,-1.442783525
City Road/Cemetery,53.370136704,-1.442013063
City Road/St Aidans Road,53.370029548,-1.442164756
Cricket Inn Crescent/Cricket Inn Road,53.383114350,-1.441572874
Cricket Inn Crescent/Cricket Inn Road,53.383364823,-1.441314018
Cricket Inn Road/Cricket Inn Crescent,53.383451616,-1.442575749
Cricket Inn Crescent/Wybourn House Road,53.381206329,-1.441056626
Cricket Inn Crescent/Maltravers Road,53.380827842,-1.440851115
Maltravers Road/Maltravers Terrace,53.380169128,-1.438394333
Maltravers Terrace/Maltravers Road,53.379754047,-1.438054037
Maltravers Road/Maltravers Crescent,53.381012456,-1.441885993
Maltravers Road/Maltravers Crescent,53.381086608,-1.442366089
Maltravers Road/Maltravers Place,53.381922766,-1.444339603
Harborough Avenue/Manor Lane,53.379437918,-1.433924201
Harborough Avenue/Manor Lane,53.379290829,-1.433234648
Woodbourn Road/Parkway Avenue,53.385229104,-1.438252604
Woodbourn Road/Parkway Avenue,53.385308017,-1.437830592
Parkway Avenue/Woodbourn Road,53.385632642,-1.436142409
Parkway Avenue/Woodbourn Road,53.385556120,-1.435166153
Parkway Avenue/Woodbourn Road,53.384744705,-1.432756319
Parkway Avenue/Parkway Close,53.382835112,-1.430030482
Parkway Avenue/Parkway Close,53.384365061,-1.432310329
Manor Oaks Road/Eaton Place,53.379468648,-1.444296372
Manor Oaks Road/Benson Road,53.378777352,-1.442546568
Attercliffe Common/Carbrook Street,53.404929488,-1.417025113
Attercliffe Common/Amberley Street,53.400655864,-1.423610950
Attercliffe Common/Terry Street,53.399984874,-1.424266732
Attercliffe Common/Coleridge Road,53.398994216,-1.425738941
Attercliffe Road/Fell Road,53.397797029,-1.427258970
Brightside Lane/Upwell Street,53.404216775,-1.429519261
Brightside Lane/Hawke Street,53.404232021,-1.428947482
Staniforth Road/Ouseburn Road,53.389185942,-1.425404772
Eleanor Street/Uttley Drive,53.392438983,-1.419646805
Eleanor Street/Uttley Drive,53.392233206,-1.419845087
Phillimore Road/Coleridge Road,53.395493240,-1.417409669
Phillimore Road/Coleridge Road,53.395261235,-1.417758717
Phillimore Road/Eleanor Street,53.393507676,-1.417602187
Wilfrid Road/Shirland Lane,53.390933692,-1.422494185
Wilfrid Road/Shirland Lane,53.390556918,-1.422649649
Wilfrid Road/Wilfred Drive,53.389466683,-1.423972549
Wilfrid Road/Staniforth Road,53.389360493,-1.424319815
Staniforth Road/Wilfrid Road,53.389062725,-1.424083252
Staniforth Road/Tockwith Road,53.388661007,-1.422795578
Staniforth Road/Bramham Road,53.388448608,-1.421625650
Staniforth Road/Balfour Drive,53.387595627,-1.418118876
Staniforth Road/Ouse Road,53.389805378,-1.428990127
Staniforth Road/Ouse Road,53.389665305,-1.427894349
Scott Road/Sturton Road,53.401394731,-1.456599717
Scott Road/Ellesmere Road North,53.400278838,-1.454342880
Scott Road/Ellesmere Road North,53.400314310,-1.454237146
Barnsley Road/Devon Road,53.403731744,-1.458570441
Barnsley Road/Crabtree Close,53.404916716,-1.456254027
Petre Street/Garter Street,53.400739440,-1.446997367
Petre Street/Garter Street,53.401336209,-1.445816480
Petre Street/Carwood Road,53.399007547,-1.449576543
Petre Street/Lyons Street,53.396658724,-1.452885289
Petre Street/Canada Street,53.397998737,-1.451078440
Petre Street/Lyons Street,53.396892071,-1.452807103
Carlisle Street East/Carwood Road,53.397302000,-1.446184687
Carlisle Street East/Carwood Road,53.397318163,-1.445793463
Ellesmere Road/Lyons Road,53.397949877,-1.454147070
Petre Street/Garter Street,53.400184750,-1.447561036
Barnsley Road/Osgathorpe Road,53.404701480,-1.456362061
Scott Road/Barnsley Road,53.402236141,-1.461778054
Scott Road/Barnsley Road,53.402324735,-1.461491162
Burngreave Road/Pitsmoor Road,53.399959289,-1.465175715
Norwood Road/Barnsley Road,53.404150101,-1.459648114
Norwood Road/Barnsley Road,53.403898433,-1.459651301
Firshill Crescent/Shirecliffe Road,53.405286289,-1.470493907
Firshill Crescent/Firshill Glade,53.404345914,-1.469242094
Firshill Crescent/Firshill Way,53.403645839,-1.469476421
Firshill Crescent/Firshill Rise,53.402853544,-1.465154479
Cooks Wood Road/Rutland Road,53.399256071,-1.468733892
Cooks Wood Road/Rutland Road,53.399599627,-1.469180809
Rutland Road/Pitsmoor Road,53.398641060,-1.467884299
Nottingham Street/Pilgrim Street,53.397037143,-1.467001963
Burngreave Road/Melrose Road,53.396890551,-1.464371997
Burngreave Road/Minna Road,53.398242145,-1.465106999
Burngreave Road/Toll Bar,53.399464064,-1.464986405
Firshill Crescent/Shirecliffe Road,53.405464118,-1.470055486
Pitsmoor Road/Pinfold Lane,53.399586561,-1.466248212
Shirecliffe Road/Batworth Road,53.402285907,-1.470907159
Shirecliffe Road/Firshill Crescent,53.404880021,-1.472123448
Minna Road/Pitsmoor Road,53.398284150,-1.466460013
Grimesthorpe Road/Margate Drive,53.404517769,-1.443789671
Petre Street/Hunsley Street,53.402291233,-1.444360163
Brightside Lane/Atlas Way,53.396683921,-1.442778903
Brightside Lane/Fell Street,53.402816608,-1.431839249
Brightside Lane/Fell Street,53.402439465,-1.431919475
Brightside Lane/Newhall Road,53.400750465,-1.435897541
Brightside Lane/Newhall Road,53.400417692,-1.435856820
Carlisle Street East/Garter Street,53.398764806,-1.443744341
Carlisle Street East/Garter Street,53.399042738,-1.443590322
Carlisle Street East/Carlisle Court,53.400524662,-1.441405218
Carlisle Street East/Scott Street,53.401327891,-1.440176429
Carlisle Street East/Newhall Road,53.402129624,-1.438631758
Carlisle Street East/Petre Street,53.403486402,-1.436613429
Carlisle Street East/Petre Street,53.403693341,-1.436655820
Petre Street/Bland Street,53.405219274,-1.438109768
Petre Street/Botham Street,53.403824640,-1.441647801
Petre Street/Petre Drive,53.402854616,-1.443736147
Grimesthorpe Road/Earl Marshal Road,53.405468947,-1.439595627
Grimesthorpe Road/Botham Street,53.404974205,-1.441437214
Cyclops Street/Botham Street,53.404279873,-1.442890285
Prince of Wales Road/Fairleigh,53.363759144,-1.425882004
Prince of Wales Road/Fairleigh,53.363797984,-1.426482570
Harborough Avenue/Prince of Wales Road,53.367489699,-1.418497956
Prince of Wales Road/Harborough Avenue,53.368591077,-1.419474872
Harborough Avenue/Prince of Wales Road,53.368548765,-1.420016487
Prince of Wales Road/Hastilar Road,53.365761491,-1.419858962
Prince of Wales Road/Hastilar Road,53.365428346,-1.419743263
Prince of Wales Road/Queen Mary Road,53.364699410,-1.421421219
Prince of Wales Road/Queen Mary Road,53.364733137,-1.422818324
Parkway Avenue/Kettlebridge Road,53.381990809,-1.428282818
Parkway Avenue/Kettlebridge Road,53.381898048,-1.427682717
Winter Street/Mushroom Lane,53.383614292,-1.488999125
Winter Street/Mushroom Lane,53.383296937,-1.488356459
Broad Lane/Bailey Lane,53.383385332,-1.475576438
Bolsover Street/Brook Hill,53.382595164,-1.486109799
Bolsover Street/Netherthorpe Road,53.382510969,-1.485344091
Western Bank/Brook Hill,53.381414015,-1.487356750
Western Bank/Brook Hill,53.381313919,-1.487072318
Western Bank/Clarkson Street,53.381068377,-1.490608081
West Street/Fitzwilliam Street,53.380032634,-1.479706558
West Street/Mappin Street,53.380254981,-1.479162662
West Street/Rockingham Street,53.381074702,-1.475454482
Broad Lane/Upper Hanover Street,53.381879744,-1.482795996
Broad Lane/Beet Street,53.382204940,-1.481093254
Brook Hill/St Georges Terrace,53.381930481,-1.482058737
Scotland Street/Edward Street,53.385637986,-1.476826734
Scotland Street/Meadow Street,53.385707322,-1.476239524
Meadow Street/Hoyle Street,53.386724983,-1.478737927
Meadow Street/Netherthorpe Road,53.387494878,-1.480081724
St Philips Road/Jericho Street,53.386339590,-1.483132885
St Philips Road/Hammond Street,53.386331317,-1.483298372
Bramwell Street/St. Philips Road,53.385426129,-1.486000553
Bramwell Street/Powell Street,53.385185646,-1.486514628
Glossop Road/Clarkson Street,53.379667045,-1.488715636
Glossop Road/Clarkson Street,53.379826644,-1.488202610
Glossop Road/Gell Street,53.380045431,-1.482652850
Lydgate Lane/Headland Road,53.379997525,-1.516266922
Lydgate Lane/Ryegate Crescent,53.380641823,-1.513343205
Lydgate Lane/Crookes,53.380711576,-1.506246782
Crookes/Bute Street,53.381680878,-1.505889805
Crookes/School Road,53.382673251,-1.506765317
Crookes/Brick Street,53.383604557,-1.508092597
Crookes/Sackville Road,53.384602191,-1.508066070
Crookes/Duncan Road,53.385761861,-1.508097814
Crookes/Toyne Street,53.386227453,-1.507656433
Northfield Road/Loxley View Road,53.387948978,-1.506614156
School Road/Western Road,53.384051755,-1.501051397
Commonside/Spring Hill,53.384833216,-1.498772045
Commonside/Spring Hill,53.384832206,-1.498531504
Springvale Road/Mona Road,53.386652305,-1.501727662
Springvale Road/Mona Road,53.386500194,-1.501894824
Crookes Road/Lydgate Lane,53.380854036,-1.503749629
Crookes Road/Crookesmoor Road,53.379874543,-1.501656416
Crookes Road/Parkers Road,53.379423374,-1.501240766
Crookesmoor Road/Crookes Road,53.380437665,-1.500898194
Crookesmoor Road/Crookes Road,53.380168583,-1.501036635
Crookesmoor Road/Conduit Road,53.382406959,-1.498935828
Crookesmoor Road/Northumberland Road,53.382451018,-1.498724839
Crookesmoor Road/Barber Road,53.385094814,-1.494724650
Crookesmoor Road/Ashberry Road,53.387520768,-1.490260460
Crookesmoor Road/Roebuck Road,53.386699426,-1.491578332
Crookesmoor Road/Crookes Valley Road,53.385691039,-1.493304316
Commonside/Barber Road,53.386966477,-1.497333682
Barber Road/Sydney Road,53.386983125,-1.497017744
Barber Road/Crookesmoor Road,53.385624738,-1.494628169
Crookes Valley Road/Crookesmoor Road,53.385367080,-1.493217951
Crookes Valley Road/Oxford Street,53.384615054,-1.491813634
Penistone Road/Burnell Road,53.405686967,-1.496646855
Penistone Road/Lowther Road,53.405711903,-1.496165219
Penistone Road/Beulah Road,53.407926106,-1.496876163
Penistone Road/Herries Road South,53.410690860,-1.498122269
Penistone Road/Parkside Road,53.408054093,-1.497386108
Penistone Road North/Herries Road,53.413835308,-1.499890647
Herries Road/Penistone Road North,53.414624695,-1.499505264
Penistone Road North/Leppings Lane,53.413953728,-1.500265379
Herries Road/Penistone Road North,53.414590191,-1.499851706
Middlewood Road/Dixon Road,53.407381856,-1.504298544
Middlewood Road/Shepperson Road,53.409186676,-1.503841321
Leppings Lane/Leake Road,53.414256935,-1.501841546
Leppings Lane/Farndale Road,53.414230973,-1.502082568
Leppings Lane/Eskdale Road,53.412931442,-1.503000407
Leppings Lane/Vere Road,53.412300641,-1.502616606
Middlewood Road/Rockley Road,53.411356328,-1.504658546
Herries Road/Herries Road South,53.412909861,-1.495704090
Herries Road/Herries Road South,53.412884039,-1.495975195
Penistone Road/Herries Road South,53.411557577,-1.499029756
Herries Road/Scraith Wood Drive,53.414191248,-1.488422240
Herries Road/Galsworthy Road,53.413640888,-1.483764972
Herries Road/Barrie Crescent,53.411884161,-1.478716364
Penrith Road/Herries Road,53.413833471,-1.484650285
Penrith Road/Penrith Crescent,53.411824908,-1.487878944
Penrith Road/Penrith Crescent,53.410634661,-1.487005657
Penrith Road/Teynham Road,53.410589278,-1.482733803
Longley Avenue West/Teynham Road,53.412400325,-1.483734853
Longley Avenue West/Penrith Road,53.411069910,-1.479568769
Longley Avenue West/Parkwood Road North,53.411040783,-1.479072678
Longley Avenue West/Crumpsall Road,53.410286157,-1.477111188
Middlewood Road/Winn Gardens,53.418548753,-1.513783439
Middlewood Road/Winn Gardens,53.417779177,-1.512423010
Middlewood Road/Langsett Avenue,53.416659169,-1.511096740
Middlewood Road/Langsett Avenue,53.415829667,-1.510474337
Penistone Road North/Clay Wheels Lane,53.416734223,-1.500985091
Penistone Road North/Carwell Lane,53.417386210,-1.499984423
Penistone Road North/Wardsend Road North,53.418549316,-1.498691837
Fox Hill Road/Halifax Road,53.419709044,-1.498738391
Fox Hill Road/Trafalgar Road,53.419879125,-1.498570875
Fox Hill Road/Baxter Drive,53.421371795,-1.498703798
Fox Hill Road/Baxter Drive,53.421847853,-1.498622963
Fox Hill Road/Parson Cross Road,53.423270319,-1.499163017
Fox Hill Road/Birley Rise Road,53.423443994,-1.499853194
Halifax Road/Fox Hill Road,53.419086271,-1.498128798
Halifax Road/Southey Green Road,53.420615425,-1.494123296
Halifax Road/Southey Green Road,53.420444076,-1.493989904
Southey Green Road/Halifax Road,53.420402254,-1.492606066
Halifax Road/Southey Green Road,53.421516085,-1.492427289
Halifax Road/Carrville Drive,53.421939168,-1.492572730
Halifax Road/Doe Royd Lane,53.423259342,-1.492301201
Southey Green Road/Wordsworth Avenue,53.419831787,-1.489513188
Southey Green Road/Wordsworth Avenue,53.419865231,-1.488925957
Wordsworth Avenue/Wordsworth Crescent,53.422693877,-1.486183426
Wordsworth Avenue/Wordsworth Crescent,53.421814589,-1.486555164
Wordsworth Avenue/Southey Green Road,53.420000919,-1.487028411
Wordsworth Avenue/Donovan Road,53.416186107,-1.488277947
Wordsworth Avenue/Donovan Road,53.415996776,-1.488144808
Donovan Road/Adkins Drive,53.416130251,-1.485735908
Donovan Road/Pollard Crescent,53.416173897,-1.485434469
Donovan Road/Donovan Close,53.415581943,-1.483651205
Galsworthy Road/Barrie Crescent,53.415511993,-1.482027149
Galsworthy Road/Moonshine Lane,53.417593788,-1.481204419
Galsworthy Road/Moonshine Lane,53.417789436,-1.480720561
Moonshine Lane/Southey Rise,53.415273270,-1.476749141
Moonshine Lane/Southey Rise,53.415346493,-1.477049150
Southey Green Road/Dryden Way,53.418720957,-1.484109734
Southey Green Road/Dryden Way,53.418959969,-1.485340665
Southey Hill/Southey Green Road,53.418831540,-1.480587499
Southey Hill/North Hill Road,53.420933591,-1.480291042
Moonshine Lane/Galsworthy Road,53.417643663,-1.480270951
Moonshine Lane/Galsworthy Road,53.417813719,-1.480103370
Adlington Road/Southey Hill,53.421985597,-1.480368506
Ecclesall Road/Rustlings Road,53.366882094,-1.505069095
Ecclesall Road/Rustlings Road,53.366712001,-1.505236376
Ecclesall Road/Junction Road,53.367116728,-1.503127723
Ecclesall Road/Neill Road,53.368095912,-1.500831977
Brocco Bank/Ecclesall Road,53.367965668,-1.501930589
Ecclesall Road/Neill Road,53.367880822,-1.500984776
Brocco Bank/Newington Road,53.368567506,-1.501833399
Ecclesall Road/Hickmott Road,53.368694893,-1.497909374
Ecclesall Road/Wadbrough Road,53.369004675,-1.496763530
Ecclesall Road/Thompson Road,53.369469688,-1.494067832
Junction Road/Hunter House Road,53.366922465,-1.501807495
Junction Road/Penrhyn Road,53.366431638,-1.500505774
Junction Road/Penrhyn Road,53.366359606,-1.500476560
Cowlishaw Road/Sandbeck Place,53.365379867,-1.498339050
Kingfield Road/Psalter Lane,53.364171649,-1.497451596
Psalter Lane/Kingfield Road,53.364599717,-1.498784005
Kingfield Road/St Andrews Road,53.362918419,-1.496549696
St Andrews Road/Brincliffe Crescent,53.362423241,-1.496360183
Osborne Road/Union Road,53.360793917,-1.493674685
Psalter Lane/Bagshot Street,53.365944318,-1.493643711
Psalter Lane/Cherry Tree Road,53.365729937,-1.493961836
Psalter Lane/Stretton Road,53.364523099,-1.501955689
Psalter Lane/Stretton Road,53.364103343,-1.502606754
Psalter Lane/Roach Road,53.363633899,-1.504280227
Psalter Lane/Cowlishaw Road,53.364961920,-1.497276999
Greystones Road/Greystones Drive,53.364375289,-1.516293514
Greystones Road/Greystones Drive,53.364500151,-1.516051663
Greystones Road/Greystones Grange Road,53.364184232,-1.513515628
Greystones Road/Louth Road,53.364126871,-1.512674754
Greystones Road/Onslow Road,53.364192811,-1.509022369
Greystones Road/Ecclesall Road,53.364173536,-1.508707018
Ecclesall Road/Greystones Road,53.364593388,-1.508071038
Ecclesall Road/Greystones Road,53.363505558,-1.508023453
Ecclesall Road/Huntingtower Road,53.362158677,-1.508369543
Ecclesall Road/Huntingtower Road,53.361366966,-1.508198336
Ecclesall Road/Glenalmond Road,53.360999003,-1.508337806
Psalter Lane/Ecclesall Road,53.360816886,-1.507768909
Psalter Lane/Ecclesall Road,53.361228736,-1.507373482
Psalter Lane/Brincliffe Gardens,53.363339530,-1.504824613
Ecclesall Road/Carrington Road,53.365157730,-1.507598684
Ecclesall Road/Carrington Road,53.365696592,-1.507487280
Rustlings Road/Wragby Road,53.368466996,-1.514533909
Rustlings Road/Wragby Road,53.368391177,-1.513572929
Rustlings Road/Endcliffe Park,53.367926829,-1.512120441
Rustlings Road/Peveril Road,53.367933114,-1.511459110
Rustlings Road/Ecclesall Road,53.366775124,-1.507459819
Rustlings Road/Ecclesall Road,53.366808596,-1.506858305
Neepsend Lane/Hillfoot Road,53.395481734,-1.485368161
Neepsend Lane/Parkwood Road,53.394752485,-1.483015976
Neepsend Lane/Parkwood Road,53.394381625,-1.482479102
Shalesmoor/Ebenezer Street,53.387896617,-1.475340597
Fox Road/Somerville Terrace,53.393657793,-1.489736044
Fox Road/Somerville Terrace,53.393504094,-1.489527355
Fox Road/Sherde Road,53.392234635,-1.489046309
Fox Road/Sherde Road,53.391619833,-1.488211597
Addy Street/Netherthorpe,53.388868731,-1.488079182
Addy Street/Shipton Street,53.389093050,-1.487986276
Addy Street/Shipton Street,53.389879690,-1.486969405
Upperthorpe Road/Martin Street,53.388893932,-1.483492897
Upperthorpe Road/Montgomery Terrace Road,53.388757353,-1.483088578
Burton Road/Percy Street,53.392240291,-1.475828549
Infirmary Road/Portland Street,53.391575926,-1.484272442
Infirmary Road/Balaclava Road,53.393078072,-1.486600140
Infirmary Road/West Don Street,53.393021879,-1.486074505
Langsett Road/Primrose Hill,53.395290562,-1.488994688
Upperthorpe Road/Addy Street,53.389995310,-1.486682324
Upperthorpe Road/Albert Terrace Road,53.389856736,-1.485811882
Neepsend Lane/Hillfoot Road,53.395437765,-1.485594266
Neepsend Lane/Boyland Street,53.393772978,-1.478937576
Dykes Hall Road/Findon Street,53.405450797,-1.506832965
Holme Lane/Stannington Road,53.399950382,-1.511363380
Loxley Road/Dykes Lane,53.400629414,-1.512558815
Loxley New Road/Dykes Lane,53.400631395,-1.510844218
Holme Lane/Loxley New Road,53.400422664,-1.508169480
Stannington Road/Loxley Road,53.399828111,-1.512237091
Stannington Road/Wood Lane,53.397589874,-1.514428295
Stannington Road/Wood Bank,53.397563703,-1.514624101
Rivelin Valley Road/Racker Way,53.397722223,-1.511614477
Rivelin Valley Road/Watersmeet Road,53.399384123,-1.511369863
Rivelin Valley Road/Watersmeet Road,53.399571584,-1.511051882
Dykes Hall Road/Findon Street,53.405578370,-1.507252664
Loxley Road/Wisewood Lane,53.401382034,-1.516385519
Crookes Road/Spooner Road,53.377831450,-1.501018843
Fulwood Road/Manchester Road,53.376834413,-1.503345381
Clarkehouse Road/Ash Grove,53.374460481,-1.496684225
Clarkehouse Road/Rutland Park,53.373012791,-1.498700327
Whitham Road/Turners Lane,53.377898452,-1.499845554
Nile Street/Newbould Lane,53.377375497,-1.499460847
Brocco Bank/Westbourne Road,53.372068346,-1.500695380
Glossop Road/Newbould Lane,53.376461628,-1.498028521
Glossop Road/Beech Hill Road,53.377428620,-1.492876224
Glossop Road/Ashgate Road,53.376924766,-1.501300007
Whitham Road/Newbould Lane,53.377861240,-1.499545347
Glossop Road/Clarkehouse Road,53.377284490,-1.492802776
Whitham Road/Moor Oaks Road,53.378790342,-1.498181540
Manchester Road/Lawson Road,53.376560646,-1.504521033
Fulwood Road/Manchester Road,53.376149056,-1.504976753
Clarkehouse Road/Glossop Road,53.376806261,-1.492372534
Clarkehouse Road/Glossop Road,53.376843427,-1.492657696
Clarkehouse Road/Broomgrove Road,53.375066546,-1.495459562
Newbould Lane/Clarkehouse Road,53.375249102,-1.496118778
Newbould Lane/Glossop Road,53.376115142,-1.496860136
Newbould Lane/Watson Road,53.376748494,-1.497844769
Newbould Lane/Watson Road,53.376864709,-1.497693085
Brocco Bank/Endcliffe Terrace Road,53.371106163,-1.500601418
Glossop Road/Ashdell Road,53.376604585,-1.499965927
Glossop Road/Newbould Lane,53.376480682,-1.496149344
Granville Road/Claywood Road,53.373780735,-1.452501991
Park Grange Road/Norfolk Park Road,53.371297164,-1.459808262
Nether Shire Lane/Pear Tree Road,53.431081894,-1.444361197
Nether Shire Lane/Bellhouse Road,53.430933462,-1.441443263
Bellhouse Road/Concord Road,53.430668724,-1.440573787
Bellhouse Road/Nether Shire Lane,53.431386643,-1.440323547
Mason Lathe Road/Sycamore House Road,53.432195521,-1.438386357
Bellhouse Road/Oaks Fold,53.429557230,-1.441235541
Bellhouse Road/Oaks Fold,53.429540238,-1.441446469
Bellhouse Road/Gregg House Crescent,53.428320600,-1.442049398
Bellhouse Road/Gregg House Crescent,53.428077501,-1.441962280
Bellhouse Road/Gregg House Road,53.426911648,-1.442534371
Bellhouse Road/Oaks Fold Avenue,53.426246529,-1.442543069
Bellhouse Road/Shiregreen Lane,53.423669051,-1.443028219
Bellhouse Road/Hatfield House Lane,53.423571094,-1.443225126
Shiregreen Lane/Bellhouse Road,53.423639491,-1.442471818
Hatfield House Lane/Bellhouse Road,53.424275598,-1.443953304
Wensley Street/Wensley Close,53.409601538,-1.441045671
Upwell Lane/Earl Marshal Road,53.405769812,-1.438583861
Owler Lane/Upwell Lane,53.407275135,-1.439481645
Owler Lane/Dunmow Road,53.407394681,-1.441977141
Owler Lane/Wensley Street,53.407462789,-1.441163950
Upwell Street/Wincobank Lane,53.407323342,-1.438262566
Upwell Street/Birdwell Road,53.406435891,-1.434964961
Upwell Street/Birdwell Street,53.406128231,-1.434532814
Holywell Road/Wansfell Road,53.406678651,-1.433081456
Holywell Road/Rothay Road,53.407044450,-1.432504981
Holywell Road/Brathay Road,53.408106951,-1.431001608
Holywell Road/Brathay Road,53.408651570,-1.430227150
Brathay Road/Skelwith Road,53.408725769,-1.430707536
Skelwith Road/Birdwell Road,53.408460508,-1.433524107
Skelwith Road/Wincobank Lane,53.408427620,-1.434171390
Beacon Way/Wincobank Lane,53.410451584,-1.432595047
Beacon Way/Wincobank Lane,53.410521630,-1.432202979
Beacon Way/Beacon Road,53.411554079,-1.430052982
Beacon Way/Beacon Road,53.411823004,-1.429898947
Wensley Street/Hinde House Crescent,53.409960641,-1.440950705
Hinde House Lane/Hindewood Close,53.413386310,-1.443087283
Hinde House Crescent/Wensley Street,53.410498390,-1.442538285
Hinde House Crescent/Hinde House Croft,53.410680748,-1.443092520
Firth Park Road/Vivian Road,53.412826781,-1.444538859
Highgreave/Tunwell Avenue,53.432314808,-1.458388040
Hatfield House Lane/Molineaux Road,53.424204170,-1.449883342
Hatfield House Lane/Sicey Avenue,53.424130186,-1.449432843
Sicey Avenue/Hatfield House Lane,53.424628523,-1.448342905
Sicey Avenue/Hatfield House Lane,53.424701053,-1.448477404
Sicey Avenue/Gregg House Road,53.427132379,-1.447482780
Sicey Avenue/Gregg House Road,53.427195852,-1.447602354
Gregg House Road/Champion Road,53.428613254,-1.450894998
Gregg House Road/Champion Road,53.428648584,-1.450759092
Gregg House Road/Hartley Brook Road,53.429761096,-1.452264853
Hartley Brook Road/Gregg House Road,53.430263602,-1.452077789
Hartley Brook Road/Nether Shire Lane,53.431472230,-1.451023729
Hartley Brook Road/Nether Shire Lane,53.432071804,-1.450444058
Nether Shire Lane/Hartley Brook Road,53.431575381,-1.449998926
Nether Shire Lane/Ronksley Road,53.431039346,-1.446815050
Hartley Brook Road/Gregg House Road,53.429773807,-1.453077415
Hartley Brook Road/Barnsley Road,53.428442202,-1.456736596
Highgreave/Tunwell Avenue,53.432242084,-1.458208348
Barnsley Road/Deerlands Avenue,53.428635942,-1.457832780
Deerlands Avenue/Barnsley Road,53.428063432,-1.458442056
Lindsay Avenue/Swanbourne Road,53.427429569,-1.459398234
Barnsley Road/Hartley Brook Road,53.427815701,-1.457331520
Barnsley Road/Kinnaird Avenue,53.425115712,-1.456583350
Barnsley Road/Kinnaird Avenue,53.425411840,-1.456474233
Hucklow Road/Eyncourt Road,53.415726510,-1.449586472
Hucklow Road/Eyncourt Road,53.416157177,-1.449415412
Firth Park Road/Sicey Avenue,53.418391401,-1.448559012
Stubbin Lane/Tideswell Road,53.419135014,-1.451934903
Stubbin Lane/Tideswell Road,53.419307650,-1.452338947
Stubbin Lane/Barnsley Road,53.419434750,-1.454579289
Barnsley Road/Horninglow Road,53.418892921,-1.456000601
Barnsley Road/Longley Lane,53.417529191,-1.456559658
